epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.297881882299077,4.8244444444444445,4.093801218271255,6.76,0.09998903417374227
2,3.9479740905490788,9.044444444444444,3.98235724568367,9.14,0.09995614150494292
3,3.598917568949136,14.386666666666667,3.58706077337265,15.36,0.09990133642141358
4,3.2998498366637663,19.442222222222224,3.617533504962921,16.18,0.09982464296247522
5,3.079947909170931,23.535555555555554,3.2909000635147097,19.8,0.09972609476841367
6,2.909675462002104,26.74,3.3510474145412443,20.86,0.0996057350657239
7,2.78742131319913,29.38,3.121224457025528,24.12,0.09946361664814941
8,2.689068888398734,31.413333333333334,3.2686922430992125,23.94,0.09929980185352524
9,2.603116701272401,32.971111111111114,2.978461134433746,26.64,0.09911436253643444
10,2.5657491704279725,33.81777777777778,2.7546436369419096,30.48,0.09890738003669028
11,2.5094665336337956,34.977777777777774,2.7121970891952514,31.12,0.098678945143658
12,2.4757806194776837,36.15777777777778,2.9125288665294646,27.98,0.09842915805643156
13,2.445493583652106,36.602222222222224,2.835945266485214,30.28,0.09815812833988291
14,2.416565106673674,37.257777777777775,3.051010823249817,28.78,0.09786597487660335
15,2.390441542660648,37.73777777777778,2.7887697756290435,30.76,0.09755282581475769
16,2.3695744370872323,38.693333333333335,2.6175584852695466,33.62,0.09721881851187407
17,2.3466726704077288,38.88666666666666,2.825591468811035,31.8,0.0968640994745946
18,2.338938780806281,38.96,2.6558210015296937,32.4,0.09648882429441258
19,2.3249892179261553,39.38666666666666,3.108467626571655,28.08,0.09609315757942503
20,2.306733862920241,39.784444444444446,2.7895423591136934,31.46,0.09567727288213004
21,2.2982728251002054,39.81111111111111,2.725368505716324,32.62,0.09524135262330098
22,2.285916020924395,40.17333333333333,2.6829986959695815,32.52,0.09478558801197065
23,2.2753076008097692,40.611111111111114,2.757284086942673,31.48,0.09431017896156073
24,2.265922989018939,40.81777777777778,2.704176688194275,32.38,0.09381533400219318
25,2.2604968246411192,41.022222222222226,2.501309025287628,36.4,0.09330127018922194
26,2.2477742582559586,40.98222222222222,2.557903876900673,34.78,0.09276821300802535
27,2.2299134453589264,41.562222222222225,2.555014896392822,35.32,0.09221639627510077
28,2.2319884835319086,41.54,2.421097528934479,37.5,0.09164606203550499
29,2.2148315354504367,41.791111111111114,2.480230617523193,35.92,0.09105746045668521
30,2.2147351909767496,41.90888888888889,2.5347746312618256,35.08,0.09045084971874738
31,2.2089973864230243,41.784444444444446,2.454440766572952,37.4,0.08982649590120982
32,2.204684507440437,41.98222222222222,2.5591644912958147,35.0,0.089184672866292
33,2.197838706049052,42.17111111111111,2.4258428394794462,36.36,0.08852566213878947
34,2.185496933758259,42.397777777777776,2.5943213164806367,34.3,0.08784975278258783
35,2.187940563667904,42.42666666666667,2.5797492921352387,35.36,0.08715724127386973
36,2.17821995744651,42.78,2.508317935466766,36.2,0.08644843137107058
37,2.1732915341854095,42.797777777777775,2.4958098888397218,36.36,0.08572363398164018
38,2.1697745001451536,42.87555555555556,2.4895828425884248,36.36,0.0849831670256683
39,2.1592966839671135,43.10888888888889,2.684391677379608,34.0,0.08422735529643445
40,2.1550196863033553,43.20444444444445,2.5991749823093415,33.9,0.08345653031794292
41,2.149878052147952,43.41777777777778,2.673413348197937,34.72,0.0826710301995053
